"HUM";"Temp";"GAS";"Time"
"18.00%";"20.00°";" 26.53";"5:11:59 PM"
"18.00%";"20.00°";" 29.24";"5:12:02 PM"
"18.00%";"20.00°";" 29.24";"5:12:05 PM"
"18.00%";"20.00°";" 32.14";"5:12:09 PM"
"18.00%";"20.00°";" 32.14";"5:12:12 PM"
"17.00%";"21.00°";" 29.24";"5:12:15 PM"
"17.00%";"21.00°";" 32.14";"5:12:19 PM"
"17.00%";"21.00°";" 32.14";"5:12:22 PM"
"17.00%";"21.00°";" 32.14";"5:12:25 PM"
"17.00%";"21.00°";" 32.14";"5:12:29 PM"
"17.00%";"21.00°";" 32.14";"5:12:32 PM"
"17.00%";"21.00°";" 32.14";"5:12:35 PM"
"17.00%";"21.00°";" 32.14";"5:12:39 PM"
"17.00%";"21.00°";" 29.24";"5:12:42 PM"
"17.00%";"21.00°";" 29.24";"5:12:45 PM"
"17.00%";"21.00°";" 32.14";"5:12:49 PM"
"17.00%";"21.00°";" 32.14";"5:12:52 PM"
"17.00%";"21.00°";" 26.53";"5:12:55 PM"
"17.00%";"21.00°";" 29.24";"5:12:58 PM"
"17.00%";"21.00°";" 29.24";"5:13:02 PM"
"17.00%";"21.00°";" 32.14";"5:13:05 PM"
"17.00%";"21.00°";" 29.24";"5:13:08 PM"
"17.00%";"21.00°";" 26.53";"5:13:12 PM"
"17.00%";"21.00°";" 32.14";"5:13:15 PM"
"17.00%";"21.00°";" 32.14";"5:13:18 PM"
"17.00%";"21.00°";" 29.24";"5:13:22 PM"
"17.00%";"21.00°";" 29.24";"5:13:25 PM"
"17.00%";"21.00°";" 32.14";"5:13:28 PM"
"17.00%";"21.00°";" 29.24";"5:13:32 PM"
"17.00%";"21.00°";" 29.24";"5:13:35 PM"
"17.00%";"21.00°";" 29.24";"5:13:38 PM"
"17.00%";"21.00°";" 29.24";"5:13:42 PM"
"17.00%";"21.00°";" 29.24";"5:13:45 PM"
"17.00%";"21.00°";" 29.24";"5:13:48 PM"
"17.00%";"21.00°";" 26.53";"5:13:52 PM"
"17.00%";"21.00°";" 26.53";"5:13:55 PM"
"17.00%";"21.00°";" 32.14";"5:13:58 PM"
"17.00%";"21.00°";" 29.24";"5:14:01 PM"
"17.00%";"21.00°";" 29.24";"5:14:05 PM"
"17.00%";"21.00°";" 29.24";"5:14:08 PM"
"17.00%";"21.00°";" 29.24";"5:14:11 PM"
"17.00%";"21.00°";" 29.24";"5:14:15 PM"
"17.00%";"21.00°";" 29.24";"5:14:18 PM"
"17.00%";"21.00°";" 29.24";"5:14:21 PM"
"17.00%";"21.00°";" 29.24";"5:14:25 PM"
"17.00%";"21.00°";" 29.24";"5:14:28 PM"
"17.00%";"21.00°";" 26.53";"5:14:31 PM"
"17.00%";"21.00°";" 32.14";"5:14:35 PM"
"17.00%";"21.00°";" 32.14";"5:14:38 PM"
"17.00%";"21.00°";" 29.24";"5:14:41 PM"
"17.00%";"21.00°";" 26.53";"5:14:45 PM"
"17.00%";"21.00°";" 29.24";"5:14:48 PM"
"17.00%";"21.00°";" 26.53";"5:14:51 PM"
"17.00%";"21.00°";" 29.24";"5:14:55 PM"
"17.00%";"21.00°";" 29.24";"5:14:58 PM"
"17.00%";"21.00°";" 26.53";"5:15:01 PM"
"17.00%";"21.00°";" 29.24";"5:15:04 PM"
"17.00%";"21.00°";" 29.24";"5:15:08 PM"
"17.00%";"21.00°";" 32.14";"5:15:11 PM"
"17.00%";"21.00°";" 29.24";"5:15:14 PM"
"17.00%";"21.00°";" 29.24";"5:15:18 PM"
"17.00%";"21.00°";" 29.24";"5:15:21 PM"
"17.00%";"21.00°";" 29.24";"5:15:24 PM"
"17.00%";"21.00°";" 29.24";"5:15:28 PM"
"17.00%";"21.00°";" 32.14";"5:15:31 PM"
"17.00%";"21.00°";" 32.14";"5:15:34 PM"
"17.00%";"21.00°";" 32.14";"5:15:38 PM"
"17.00%";"21.00°";" 29.24";"5:15:41 PM"
"17.00%";"21.00°";" 26.53";"5:15:44 PM"
"17.00%";"21.00°";" 29.24";"5:15:48 PM"
"17.00%";"21.00°";" 26.53";"5:15:51 PM"
"17.00%";"21.00°";" 29.24";"5:15:54 PM"
"17.00%";"21.00°";" 32.14";"5:15:58 PM"
"17.00%";"21.00°";" 32.14";"5:16:01 PM"
"17.00%";"21.00°";" 29.24";"5:16:04 PM"
"17.00%";"21.00°";" 29.24";"5:16:07 PM"
"17.00%";"21.00°";" 32.14";"5:16:11 PM"
"17.00%";"21.00°";" 29.24";"5:16:14 PM"
"17.00%";"21.00°";" 29.24";"5:16:17 PM"
"17.00%";"21.00°";" 29.24";"5:16:21 PM"
"17.00%";"21.00°";" 29.24";"5:16:24 PM"
"17.00%";"21.00°";" 32.14";"5:16:27 PM"
"17.00%";"21.00°";" 29.24";"5:16:31 PM"
"17.00%";"21.00°";" 32.14";"5:16:34 PM"
"17.00%";"21.00°";" 29.24";"5:16:37 PM"
"17.00%";"21.00°";" 29.24";"5:16:41 PM"
"17.00%";"21.00°";" 32.14";"5:16:44 PM"
"Humidi";"peratu";" LPG G";"5:17:53 PM"
"17.00%";"21.00°";" 28.68";"5:18:24 PM"
"Humidi";"peratu";" LPG G";"5:18:40 PM"
"Humidi";"peratu";" LPG G";"5:19:07 PM"
"17.00%";"21.00°";" 29.79";"5:19:37 PM"
"17.00%";"21.00°";" 29.79";"5:20:07 PM"
"17.00%";"21.00°";" 29.79";"5:20:38 PM"
"17.00%";"21.00°";" 27.03";"5:21:08 PM"
"17.00%";"21.00°";" 29.79";"5:21:38 PM"
"17.00%";"21.00°";" 29.79";"5:22:08 PM"
"17.00%";"21.00°";" 32.74";"5:22:39 PM"
"17.00%";"21.00°";" 32.74";"5:23:09 PM"
"17.00%";"21.00°";" 27.03";"5:23:39 PM"
"17.00%";"21.00°";" 29.79";"5:24:10 PM"
"17.00%";"21.00°";" 29.79";"5:24:40 PM"
"17.00%";"21.00°";" 27.03";"5:25:10 PM"
"17.00%";"21.00°";" 27.03";"5:25:41 PM"
"17.00%";"21.00°";" 29.79";"5:26:11 PM"
"17.00%";"21.00°";" 29.79";"5:26:41 PM"
"17.00%";"21.00°";" 29.79";"5:27:12 PM"
"17.00%";"21.00°";" 27.03";"5:27:42 PM"
"17.00%";"21.00°";" 29.79";"5:28:12 PM"
"17.00%";"21.00°";" 27.03";"5:28:42 PM"
"17.00%";"21.00°";" 27.03";"5:29:13 PM"
"17.00%";"21.00°";" 27.03";"5:29:43 PM"
"17.00%";"21.00°";" 29.79";"5:30:13 PM"
"17.00%";"21.00°";" 29.79";"5:30:44 PM"
"17.00%";"21.00°";" 29.79";"5:31:14 PM"
"17.00%";"21.00°";" 27.03";"5:31:44 PM"
"17.00%";"21.00°";" 29.79";"5:32:15 PM"
"17.00%";"21.00°";" 29.79";"5:32:45 PM"
"17.00%";"21.00°";" 27.03";"5:33:15 PM"
"17.00%";"21.00°";" 27.03";"5:33:46 PM"
"17.00%";"21.00°";" 32.74";"5:34:16 PM"
"17.00%";"21.00°";" 27.03";"5:34:46 PM"
"17.00%";"21.00°";" 27.03";"5:35:16 PM"
"17.00%";"21.00°";" 27.03";"5:35:47 PM"
"17.00%";"21.00°";" 29.79";"5:36:17 PM"
"17.00%";"21.00°";" 29.79";"5:36:47 PM"
"17.00%";"21.00°";" 27.03";"5:37:18 PM"
"17.00%";"21.00°";" 27.03";"5:37:48 PM"
"17.00%";"21.00°";" 27.03";"5:38:18 PM"
"17.00%";"21.00°";" 27.03";"5:38:49 PM"
"17.00%";"21.00°";" 27.03";"5:39:19 PM"
"17.00%";"21.00°";" 29.79";"5:39:49 PM"
"17.00%";"21.00°";" 32.74";"5:40:19 PM"
"17.00%";"21.00°";" 29.79";"5:40:50 PM"
"17.00%";"21.00°";" 29.79";"5:41:20 PM"
"17.00%";"21.00°";" 29.79";"5:41:50 PM"
"17.00%";"21.00°";" 32.74";"5:42:21 PM"
"17.00%";"21.00°";" 29.79";"5:42:51 PM"
"17.00%";"21.00°";" 29.79";"5:43:21 PM"
"17.00%";"21.00°";" 32.74";"5:43:52 PM"
"17.00%";"21.00°";" 27.03";"5:44:22 PM"
"17.00%";"21.00°";" 32.74";"5:44:52 PM"
"17.00%";"21.00°";" 32.74";"5:45:23 PM"
"17.00%";"21.00°";" 29.79";"5:45:53 PM"
"17.00%";"21.00°";" 27.03";"5:46:23 PM"
"17.00%";"21.00°";" 29.79";"5:46:53 PM"
"17.00%";"21.00°";" 32.74";"5:47:24 PM"
"17.00%";"21.00°";" 29.79";"5:47:54 PM"
"17.00%";"21.00°";" 27.03";"5:48:24 PM"
"17.00%";"21.00°";" 29.79";"5:48:55 PM"
"17.00%";"21.00°";" 29.79";"5:49:25 PM"
"17.00%";"21.00°";" 27.03";"5:49:55 PM"
"17.00%";"21.00°";" 27.03";"5:50:26 PM"
"17.00%";"21.00°";" 29.79";"5:50:56 PM"
"17.00%";"21.00°";" 29.79";"5:51:26 PM"
"17.00%";"21.00°";" 29.79";"5:51:57 PM"
"17.00%";"21.00°";" 27.03";"5:52:27 PM"
"17.00%";"21.00°";" 29.79";"5:52:57 PM"
"17.00%";"21.00°";" 27.03";"5:53:27 PM"
"17.00%";"21.00°";" 27.03";"5:53:58 PM"
"17.00%";"21.00°";" 32.74";"5:54:28 PM"
"17.00%";"21.00°";" 29.79";"5:54:58 PM"
"17.00%";"21.00°";" 27.03";"5:55:29 PM"
"17.00%";"21.00°";" 29.79";"5:55:59 PM"
"17.00%";"21.00°";" 29.79";"5:56:29 PM"
"17.00%";"21.00°";" 27.03";"5:57:00 PM"
"17.00%";"21.00°";" 27.03";"5:57:30 PM"
"17.00%";"21.00°";" 29.79";"5:58:00 PM"
"17.00%";"21.00°";" 29.79";"5:58:31 PM"
"17.00%";"21.00°";" 29.79";"5:59:01 PM"
"17.00%";"21.00°";" 32.74";"5:59:31 PM"
"17.00%";"21.00°";" 29.79";"6:00:01 PM"
"17.00%";"21.00°";" 29.79";"6:00:32 PM"
"17.00%";"21.00°";" 32.74";"6:01:02 PM"
"17.00%";"21.00°";" 29.79";"6:01:32 PM"
"17.00%";"21.00°";" 32.74";"6:02:03 PM"
"17.00%";"21.00°";" 29.79";"6:02:33 PM"
"17.00%";"21.00°";" 32.74";"6:03:03 PM"
"17.00%";"21.00°";" 27.03";"6:03:34 PM"
"17.00%";"21.00°";" 29.79";"6:04:04 PM"
"17.00%";"21.00°";" 29.79";"6:04:34 PM"
"17.00%";"21.00°";" 29.79";"6:05:04 PM"
"17.00%";"21.00°";" 29.79";"6:05:35 PM"
"17.00%";"21.00°";" 27.03";"6:06:05 PM"
"17.00%";"21.00°";" 32.74";"6:06:35 PM"
"17.00%";"21.00°";" 29.79";"6:07:06 PM"
"17.00%";"21.00°";" 32.74";"6:07:36 PM"
"17.00%";"21.00°";" 29.79";"6:08:06 PM"
"17.00%";"21.00°";" 32.74";"6:08:37 PM"
"17.00%";"21.00°";" 27.03";"6:09:07 PM"
"17.00%";"21.00°";" 32.74";"6:09:37 PM"
"17.00%";"21.00°";" 29.79";"6:10:08 PM"
"17.00%";"21.00°";" 29.79";"6:10:38 PM"
"17.00%";"21.00°";" 32.74";"6:11:08 PM"
"17.00%";"21.00°";" 29.79";"6:11:38 PM"
"17.00%";"21.00°";" 29.79";"6:12:09 PM"
"17.00%";"21.00°";" 27.03";"6:12:39 PM"
"17.00%";"21.00°";" 29.79";"6:13:09 PM"
"17.00%";"21.00°";" 29.79";"6:13:40 PM"
"17.00%";"21.00°";" 32.74";"6:14:10 PM"
"17.00%";"21.00°";" 29.79";"6:14:40 PM"
"17.00%";"21.00°";" 27.03";"6:15:11 PM"
"17.00%";"21.00°";" 32.74";"6:15:41 PM"
"17.00%";"21.00°";" 29.79";"6:16:11 PM"
"17.00%";"21.00°";" 29.79";"6:16:42 PM"
"17.00%";"21.00°";" 27.03";"6:17:12 PM"
"17.00%";"21.00°";" 29.79";"6:17:42 PM"
"17.00%";"21.00°";" 29.79";"6:18:12 PM"
"17.00%";"21.00°";" 32.74";"6:18:43 PM"
"17.00%";"21.00°";" 29.79";"6:19:13 PM"
"17.00%";"21.00°";" 29.79";"6:19:43 PM"
"17.00%";"21.00°";" 32.74";"6:20:14 PM"
"17.00%";"21.00°";" 29.79";"6:20:44 PM"
"17.00%";"21.00°";" 32.74";"6:21:14 PM"
"17.00%";"21.00°";" 32.74";"6:21:45 PM"
"17.00%";"21.00°";" 29.79";"6:22:15 PM"
"17.00%";"21.00°";" 29.79";"6:22:45 PM"
"17.00%";"22.00°";" 29.79";"6:23:15 PM"
"17.00%";"22.00°";" 29.79";"6:23:46 PM"
